transaction_id,transaction_date,customer_id,customer_name,customer_type,contract_discount_pct,store_id,store_name,channel,region,city_tier,product_id,sku_code,product_name,category,subcategory,brand,promo_id,promo_name,promo_type,quantity,list_price_inr,gross_revenue_inr,contract_discount_inr,promo_discount_inr,adhoc_discount_inr,total_discount_inr,net_revenue_inr,base_cogs_inr,gross_margin_inr,gross_margin_pct,fulfillment_cost_inr,vendor_coop_rebate_inr,return_flag,return_cost_inr,pocket_profit_inr,pocket_margin_pct,discount_waterfall_pct
TX_0000023,2024-01-05,CUST_00361,Client Account 0361,Retail Silver,0.0,STORE_PHY_031,OmniRetail Store 31 (West - Tier 1),Physical Store,East,Tier 1,PROD_1203,SKU-FMC-PAC-1203,CleanGlow Packaged Food V2,FMCG & Personal Care,Packaged Foods,CleanGlow,PROMO_EOSS,End of Season Sale (EOSS),Clearance Markdown,2,729,1458,0.0,437.4,0.0,437.4,1020.6,1141.64,-121.04000000000008,-11.86,60.32,43.74,False,0.0,-137.62,-13.48,30.0
TX_0000024,2025-02-25,CUST_00015,Client Account 0015,Retail Silver,0.0,STORE_PHY_019,OmniRetail Store 19 (East - Tier 1),Physical Store,North,Tier 3,PROD_1224,SKU-FMC-BEV-1224,VitalFoods Beverage V2,FMCG & Personal Care,Beverages,VitalFoods,PROMO_NONE,No Promotion / Baseline,None,2,1259,2518,0.0,0.0,0.0,0.0,2518.0,1864.38,653.6199999999999,25.96,96.54,0.0,False,0.0,557.08,22.12,0.0
TX_0000025,2025-03-28,CUST_00062,Client Account 0062,B2B Enterprise,0.183,STORE_PHY_016,OmniRetail Store 16 (South - Tier 2),Physical Store,West,Tier 1,PROD_1086,SKU-APP-WES-1086,RoyaleFashions Western Wear V2,Apparel & Fashion,Western Wear,RoyaleFashions,PROMO_NONE,No Promotion / Baseline,None,87,3199,278313,50931.28,0.0,0.0,50931.28,227381.72,126717.24,100664.48,44.27,10556.87,0.0,False,0.0,90107.61,39.63,18.3
TX_0000026,2025-12-14,CUST_00223,Client Account 0223,B2B SMB,0.094,STORE_PHY_001,OmniRetail Store 1 (North - Tier 1),Physical Store,West,Tier 2,PROD_1222,SKU-FMC-BEV-1222,AromaEssence Beverage V3,FMCG & Personal Care,Beverages,AromaEssence,PROMO_FLASH_WED,E-Comm Flash Wednesday,Digital Flash,15,1219,18285,1718.79,2194.2,0.0,3912.99,14372.01,14138.25,233.76000000000022,1.63,586.41,1956.49,False,0.0,1603.84,11.16,21.4
TX_0000027,2024-04-02,CUST_00493,Client Account 0493,Retail Standard,0.0,STORE_PHY_031,OmniRetail Store 31 (West - Tier 1),Physical Store,North,Tier 2,PROD_1235,SKU-FMC-HOM-1235,AromaEssence Home Hygiene V1,FMCG & Personal Care,Home Hygiene,AromaEssence,PROMO_NONE,No Promotion / Baseline,None,1,124,124,0.0,0.0,0.0,0.0,124.0,82.19,41.81,33.72,6.87,0.0,False,0.0,34.94,28.18,0.0
TX_0000028,2024-11-26,CUST_00156,Client Account 0156,Retail Silver,0.0,STORE_PHY_004,OmniRetail Store 4 (North - Tier 1),Physical Store,South,Tier 2,PROD_1236,SKU-FMC-HOM-1236,AromaEssence Home Hygiene V2,FMCG & Personal Care,Home Hygiene,AromaEssence,PROMO_NONE,No Promotion / Baseline,None,1,482,482,0.0,0.0,0.0,0.0,482.0,345.53,136.47000000000003,28.31,24.81,0.0,False,0.0,111.66,23.17,0.0
TX_0000029,2024-09-28,CUST_00252,Client Account 0252,Retail Standard,0.0,STORE_PHY_024,OmniRetail Store 24 (East - Tier 2),Physical Store,East,Tier 1,PROD_1048,SKU-CON-WEA-1048,TechMax Wearable V3,Consumer Electronics,Wearables,TechMax,PROMO_NONE,No Promotion / Baseline,None,2,40429,80858,0.0,0.0,0.0,0.0,80858.0,69199.48,11658.520000000004,14.42,3255.02,0.0,False,0.0,8403.5,10.39,0.0
TX_0000030,2024-11-27,CUST_00019,Client Account 0019,Retail Standard,0.0,STORE_PHY_036,OmniRetail Store 36 (West - Tier 3),Physical Store,East,Tier 3,PROD_1215,SKU-FMC-BEV-1215,FreshBite Beverage V2,FMCG & Personal Care,Beverages,FreshBite,PROMO_DIWALI,Diwali Festive Dhamaka,Festive Campaign,2,150,300,0.0,60.0,0.0,60.0,240.0,218.76,21.24000000000001,8.85,32.7,18.0,False,0.0,6.54,2.73,20.0
TX_0000031,2024-06-02,CUST_00108,Client Account 0108,Retail Gold,0.0,STORE_PHY_027,OmniRetail Store 27 (East - Tier 3),Physical Store,West,Tier 2,PROD_1115,SKU-APP-FAS-1115,RoyaleFashions Fashion Accessorie V1,Apparel & Fashion,Fashion Accessories,RoyaleFashions,PROMO_FLASH_WED,E-Comm Flash Wednesday,Digital Flash,3,559,1677,0.0,201.24,0.0,201.24,1475.76,765.15,710.61,48.15,111.05,100.62,False,0.0,700.18,47.45,12.0
TX_0000032,2024-05-04,CUST_00107,Client Account 0107,Retail Standard,0.0,STORE_PHY_014,OmniRetail Store 14 (South - Tier 2),Physical Store,West,Tier 2,PROD_1043,SKU-CON-LAP-1043,KritiTech Laptops & Tablet V1,Consumer Electronics,Laptops & Tablets,KritiTech,PROMO_NONE,No Promotion / Baseline,None,2,4499,8998,0.0,0.0,0.0,0.0,8998.0,7386.56,1611.4399999999996,17.91,473.62,0.0,False,0.0,1137.82,12.65,0.0
TX_0000033,2024-09-03,CUST_00362,Client Account 0362,Retail Silver,0.0,STORE_PHY_028,OmniRetail Store 28 (West - Tier 1),Physical Store,West,Tier 1,PROD_1008,SKU-CON-SMA-1008,VoltDevices Smartphone V2,Consumer Electronics,Smartphones,VoltDevices,PROMO_NONE,No Promotion / Baseline,None,4,45039,180156,0.0,0.0,0.0,0.0,180156.0,157700.44,22455.559999999998,12.46,5609.88,0.0,False,0.0,16845.68,9.35,0.0
TX_0000034,2025-05-09,CUST_00427,Client Account 0427,Retail Standard,0.0,STORE_PHY_015,OmniRetail Store 15 (South - Tier 2),Physical Store,West,Tier 1,PROD_1039,SKU-CON-LAP-1039,VoltDevices Laptops & Tablet V3,Consumer Electronics,Laptops & Tablets,VoltDevices,PROMO_NONE,No Promotion / Baseline,None,3,12149,36447,0.0,0.0,0.0,0.0,36447.0,30289.44,6157.560000000001,16.89,1701.78,0.0,False,0.0,4455.78,12.23,0.0
TX_0000035,2025-08-18,CUST_00342,Client Account 0342,Retail Gold,0.0,STORE_PHY_020,OmniRetail Store 20 (East - Tier 1),Physical Store,West,Tier 3,PROD_1093,SKU-APP-FOO-1093,VedaStyles Footwear V3,Apparel & Fashion,Footwear,VedaStyles,PROMO_NONE,No Promotion / Baseline,None,4,1579,6316,0.0,0.0,0.0,0.0,6316.0,3386.2,2929.8,46.39,233.28,0.0,False,0.0,2696.52,42.69,0.0
TX_0000036,2024-05-16,CUST_00036,Client Account 0036,Retail Gold,0.0,STORE_PHY_026,OmniRetail Store 26 (East - Tier 3),Physical Store,West,Tier 3,PROD_1101,SKU-APP-FOO-1101,RoyaleFashions Footwear V2,Apparel & Fashion,Footwear,RoyaleFashions,PROMO_NONE,No Promotion / Baseline,None,4,1069,4276,0.0,0.0,0.0,0.0,4276.0,1579.92,2696.08,63.05,429.36,0.0,False,0.0,2266.72,53.01,0.0
TX_0000037,2024-06-04,CUST_00171,Client Account 0171,Retail Gold,0.0,STORE_PHY_022,OmniRetail Store 22 (East - Tier 1),Physical Store,South,Tier 3,PROD_1213,SKU-FMC-BEV-1213,NurtureNature Beverage V3,FMCG & Personal Care,Beverages,NurtureNature,PROMO_NONE,No Promotion / Baseline,None,2,799,1598,0.0,0.0,0.0,0.0,1598.0,1135.68,462.31999999999994,28.93,52.74,0.0,False,0.0,409.58,25.63,0.0
TX_0000038,2024-11-17,CUST_00278,Client Account 0278,Retail Standard,0.0,STORE_PHY_025,OmniRetail Store 25 (East - Tier 2),Physical Store,West,Tier 1,PROD_1101,SKU-APP-FOO-1101,RoyaleFashions Footwear V2,Apparel & Fashion,Footwear,RoyaleFashions,PROMO_NAVRATRI,Navratri Festive Special,Festive Campaign,1,1069,1069,0.0,160.35,0.0,160.35,908.65,394.98,513.67,56.53,79.55,32.07,False,0.0,466.19,51.31,15.0
TX_0000039,2024-12-14,CUST_00141,Client Account 0141,Retail Gold,0.0,STORE_PHY_008,OmniRetail Store 8 (North - Tier 3),Physical Store,North,Tier 3,PROD_1173,SKU-HOM-STO-1173,PureHome Storage Solution V2,Home & Kitchen,Storage Solutions,PureHome,PROMO_NONE,No Promotion / Baseline,None,4,11719,46876,0.0,0.0,0.0,0.0,46876.0,30472.84,16403.16,34.99,2927.76,0.0,False,0.0,13475.4,28.75,0.0
TX_0000040,2024-09-21,CUST_00247,Client Account 0247,Retail Platinum,0.075,STORE_PHY_032,OmniRetail Store 32 (West - Tier 2),Physical Store,North,Tier 2,PROD_1155,SKU-HOM-HOM-1155,LivingSpace Home Decor V2,Home & Kitchen,Home Decor,LivingSpace,PROMO_FLASH_WED,E-Comm Flash Wednesday,Digital Flash,3,1669,5007,375.52,600.84,0.0,976.37,4030.63,3182.94,847.69,21.03,362.38,488.19,False,0.0,973.5,24.15,19.5
TX_0000041,2024-05-08,CUST_00093,Client Account 0093,Retail Standard,0.0,STORE_PHY_001,OmniRetail Store 1 (North - Tier 1),Physical Store,East,Tier 1,PROD_1071,SKU-APP-ETH-1071,RoyaleFashions Ethnic Wear V2,Apparel & Fashion,Ethnic Wear,RoyaleFashions,PROMO_FLASH_WED,E-Comm Flash Wednesday,Digital Flash,4,5389,21556,0.0,2586.72,0.0,2586.72,18969.28,10398.64,8570.64,45.18,700.48,1293.36,False,0.0,9163.52,48.31,12.0
TX_0000042,2025-02-07,CUST_00163,Client Account 0163,Retail Gold,0.0,STORE_PHY_025,OmniRetail Store 25 (East - Tier 2),Physical Store,West,Tier 3,PROD_1099,SKU-APP-FOO-1099,MetroTreads Footwear V3,Apparel & Fashion,Footwear,MetroTreads,PROMO_NONE,No Promotion / Baseline,None,2,2539,5078,0.0,0.0,0.0,0.0,5078.0,2004.38,3073.62,60.53,263.42,0.0,False,0.0,2810.2,55.34,0.0
TX_0000043,2025-12-18,CUST_00173,Client Account 0173,Retail Silver,0.0,STORE_PHY_027,OmniRetail Store 27 (East - Tier 3),Physical Store,South,Tier 2,PROD_1116,SKU-APP-FAS-1116,RoyaleFashions Fashion Accessorie V2,Apparel & Fashion,Fashion Accessories,RoyaleFashions,PROMO_NONE,No Promotion / Baseline,None,4,1139,4556,0.0,0.0,0.0,0.0,4556.0,1914.24,2641.76,57.98,522.36,0.0,False,0.0,2119.4,46.52,0.0
TX_0000044,2025-11-23,CUST_00114,Client Account 0114,Retail Silver,0.0,STORE_PHY_024,OmniRetail Store 24 (East - Tier 2),Physical Store,East,Tier 2,PROD_1001,SKU-CON-SMA-1001,TechMax Smartphone V1,Consumer Electronics,Smartphones,TechMax,PROMO_DIWALI,Diwali Festive Dhamaka,Festive Campaign,1,29029,29029,0.0,5805.8,0.0,5805.8,23223.2,22785.69,437.51000000000204,1.88,990.13,1741.74,False,0.0,1189.12,5.12,20.0
TX_0000045,2025-02-07,CUST_00266,Client Account 0266,Retail Silver,0.0,STORE_PHY_009,OmniRetail Store 9 (North - Tier 3),Physical Store,East,Tier 3,PROD_1059,SKU-CON-WEA-1059,KritiTech Wearable V2,Consumer Electronics,Wearables,KritiTech,PROMO_FLASH_WED,E-Comm Flash Wednesday,Digital Flash,1,43899,43899,0.0,5267.88,0.0,5267.88,38631.12,36469.02,2162.100000000006,5.6,2336.32,2633.94,False,0.0,2459.72,6.37,12.0
TX_0000046,2024-04-14,CUST_00193,Client Account 0193,Retail Standard,0.0,STORE_PHY_020,OmniRetail Store 20 (East - Tier 1),Physical Store,North,Tier 2,PROD_1145,SKU-HOM-COO-1145,HomeComfort Cookware & Dining V1,Home & Kitchen,Cookware & Dining,HomeComfort,PROMO_NONE,No Promotion / Baseline,None,2,2889,5778,0.0,0.0,0.0,0.0,5778.0,3072.42,2705.58,46.83,257.64,0.0,False,0.0,2447.94,42.37,0.0
TX_0000047,2025-08-02,CUST_00139,Client Account 0139,Retail Standard,0.0,STORE_PHY_019,OmniRetail Store 19 (East - Tier 1),Physical Store,South,Tier 2,PROD_1056,SKU-CON-WEA-1056,AuraGadgets Wearable V2,Consumer Electronics,Wearables,AuraGadgets,PROMO_NONE,No Promotion / Baseline,None,3,49829,149487,0.0,0.0,0.0,0.0,149487.0,123053.1,26433.899999999994,17.68,4516.11,0.0,False,0.0,21917.79,14.66,0.0
TX_0000048,2025-08-10,CUST_00403,Client Account 0403,Retail Gold,0.0,STORE_PHY_005,OmniRetail Store 5 (North - Tier 2),Physical Store,East,Tier 2,PROD_1109,SKU-APP-FAS-1109,UrbanWeave Fashion Accessorie V1,Apparel & Fashion,Fashion Accessories,UrbanWeave,PROMO_NONE,No Promotion / Baseline,None,3,3899,11697,0.0,0.0,0.0,0.0,11697.0,6196.77,5500.23,47.02,497.13,0.0,False,0.0,5003.1,42.77,0.0
TX_0000049,2024-11-22,CUST_00462,Client Account 0462,B2B SMB,0.124,STORE_PHY_021,OmniRetail Store 21 (East - Tier 1),Physical Store,South,Tier 1,PROD_1132,SKU-HOM-SMA-1132,HomeComfort Small Appliance V3,Home & Kitchen,Small Appliances,HomeComfort,PROMO_NONE,No Promotion / Baseline,None,115,12699,1460385,181087.74,0.0,0.0,181087.74,1279297.26,883546.15,395751.11,30.94,42518.92,0.0,False,0.0,353232.19,27.61,12.4
TX_0000050,2024-03-24,CUST_00116,Client Account 0116,Retail Standard,0.0,STORE_PHY_027,OmniRetail Store 27 (East - Tier 3),Physical Store,East,Tier 1,PROD_1109,SKU-APP-FAS-1109,UrbanWeave Fashion Accessorie V1,Apparel & Fashion,Fashion Accessories,UrbanWeave,PROMO_NONE,No Promotion / Baseline,None,4,3899,15596,0.0,0.0,0.0,0.0,15596.0,8262.36,7333.639999999999,47.02,974.76,0.0,False,0.0,6358.88,40.77,0.0
TX_0000051,2025-07-06,CUST_00112,Client Account 0112,Retail Standard,0.0,STORE_PHY_026,OmniRetail Store 26 (East - Tier 3),Physical Store,North,Tier 3,PROD_1103,SKU-APP-FOO-1103,IndiStyle Footwear V1,Apparel & Fashion,Footwear,IndiStyle,PROMO_EOSS,End of Season Sale (EOSS),Clearance Markdown,2,5479,10958,0.0,3287.4,0.0,3287.4,7670.6,5826.84,1843.7600000000002,24.04,516.94,328.74,False,0.0,1655.56,21.58,30.0
TX_0000052,2025-05-19,CUST_00378,Client Account 0378,Retail Standard,0.0,STORE_PHY_033,OmniRetail Store 33 (West - Tier 2),Physical Store,West,Tier 3,PROD_1015,SKU-CON-SMA-1015,KritiTech Smartphone V3,Consumer Electronics,Smartphones,KritiTech,PROMO_NONE,No Promotion / Baseline,None,1,7999,7999,0.0,0.0,0.0,0.0,7999.0,6882.35,1116.6499999999996,13.96,326.56,0.0,False,0.0,790.09,9.88,0.0
TX_0000053,2025-12-07,CUST_00283,Client Account 0283,Retail Standard,0.0,STORE_PHY_034,OmniRetail Store 34 (West - Tier 2),Physical Store,North,Tier 2,PROD_1040,SKU-CON-LAP-1040,AuraGadgets Laptops & Tablet V1,Consumer Electronics,Laptops & Tablets,AuraGadgets,PROMO_FLASH_WED,E-Comm Flash Wednesday,Digital Flash,2,50899,101798,0.0,12215.76,0.0,12215.76,89582.24,81829.1,7753.139999999999,8.65,3627.09,6107.88,False,0.0,10233.93,11.42,12.0
TX_0000054,2025-06-19,CUST_00004,Client Account 0004,Retail Standard,0.0,STORE_PHY_032,OmniRetail Store 32 (West - Tier 2),Physical Store,North,Tier 1,PROD_1067,SKU-APP-ETH-1067,MetroTreads Ethnic Wear V1,Apparel & Fashion,Ethnic Wear,MetroTreads,PROMO_NONE,No Promotion / Baseline,None,1,5319,5319,0.0,0.0,0.0,0.0,5319.0,2137.42,3181.58,59.82,271.11,0.0,False,0.0,2910.47,54.72,0.0
TX_0000055,2025-03-08,CUST_00248,Client Account 0248,Retail Gold,0.0,STORE_PHY_021,OmniRetail Store 21 (East - Tier 1),Physical Store,South,Tier 1,PROD_1116,SKU-APP-FAS-1116,RoyaleFashions Fashion Accessorie V2,Apparel & Fashion,Fashion Accessories,RoyaleFashions,PROMO_NONE,No Promotion / Baseline,None,1,1139,1139,0.0,0.0,0.0,0.0,1139.0,478.56,660.44,57.98,96.42,0.0,False,0.0,564.02,49.52,0.0
